chr start end
chr13 108487500 108491500
chr13 108497950 108501950
chr13 108503500 108507500
chr13 108507400 108511400
chr13 108553600 108557600
chr13 108581500 108585500
chr13 108587800 108591800
chr13 108597150 108601150
chr13 108614100 108618100
chr13 108617200 108621200
chr13 108626800 108630800
chr13 108649700 108653700
chr13 108653200 108657200
chr13 108660950 108664950
chr13 108691950 108695950
chr13 108697000 108701000
chr13 108708100 108712100
chr13 108712700 108716700
chr13 108733700 108737700
chr13 108749500 108753500
chr13 108754300 108758300
chr13 108805750 108809750
chr13 108829550 108833550
chr13 108889000 108893000
chr13 108908800 108912800
chr13 108924700 108928700
chr13 109007450 109011450
chr13 109078550 109082550
chr13 109116800 109120800
chr13 109179800 109183800
chr13 109228400 109232400
chr13 109862500 109866500
chr13 109997400 110001400
chr13 110019000 110023000
chr13 110021500 110025500
chr13 110033900 110037900
chr13 110045500 110049500
chr13 110136500 110140500
chr13 110356000 110360000
chr13 110389850 110393850
chr13 110397300 110401300
chr13 110401900 110405900
chr13 110415600 110419600
chr13 110421200 110425200
chr13 110425800 110429800
chr13 110428800 110432800
chr13 110434700 110438700
chr13 110440600 110444600
chr13 110458250 110462250
chr13 110465000 110469000
chr13 110564400 110568400
chr13 110566800 110570800
chr13 110596050 110600050
chr13 110601000 110605000
chr13 110628300 110632300
chr13 110664250 110668250
chr13 110705600 110709600
chr13 110705900 110709900
chr13 110711400 110715400
chr13 110794500 110798500
chr13 110827100 110831100
chr13 110978200 110982200
chr13 111130900 111134900
chr13 111233700 111237700
chr13 111320000 111324000
chr13 111755700 111759700
chr13 112162050 112166050
chr13 112182500 112186500
chr13 112185900 112189900
chr13 112207100 112211100
chr13 112219450 112223450
chr13 112305800 112309800
chr13 112310600 112314600
chr13 112317000 112321000
chr13 112330400 112334400
chr13 112349700 112353700
chr13 112404600 112408600
chr13 112465900 112469900
chr13 112508100 112512100
chr13 112574800 112578800
chr13 112579200 112583200
chr13 112585300 112589300
chr13 112589000 112593000
chr13 112592700 112596700
chr13 112617700 112621700
chr13 112702900 112706900
chr13 112708500 112712500
chr13 112726550 112730550
chr13 112731900 112735900
chr13 112751900 112755900
chr13 112789100 112793100
chr13 112834900 112838900
chr13 112863500 112867500
chr13 112872800 112876800
chr13 112940600 112944600
chr13 113041300 113045300
chr13 113131600 113135600
chr13 113142500 113146500
chr13 113152750 113156750
chr13 113164450 113168450
chr13 113169600 113173600
chr13 113173000 113177000
chr13 113196700 113200700
chr13 113202400 113206400
chr13 113205900 113209900
chr13 113215850 113219850
chr13 113255900 113259900
chr13 113478850 113482850
chr13 113510700 113514700
chr13 113535900 113539900
chr13 113545000 113549000
chr13 113549500 113553500
chr13 113550900 113554900
chr13 113559650 113563650
chr13 113565250 113569250
chr13 113575000 113579000
chr13 113579500 113583500
chr13 113600800 113604800
chr13 113611700 113615700
chr13 113615300 113619300
chr13 113622550 113626550
chr13 113645400 113649400
chr13 113650500 113654500
chr13 113730200 113734200
chr13 113765200 113769200
chr13 113801900 113805900
chr13 113927600 113931600
chr13 113980250 113984250
chr13 113987400 113991400
chr13 114008600 114012600
chr13 114011500 114015500
chr13 114030200 114034200
chr13 114040500 114044500
chr13 114054800 114058800
chr13 114058700 114062700
chr13 114110100 114114100
chr13 114125450 114129450
chr13 114243200 114247200
chr13 114303400 114307400
chr13 114341450 114345450
chr13 114344800 114348800
chr13 114359000 114363000
chr13 114368000 114372000
chr13 114382700 114386700
chr13 114384400 114388400
chr13 114398300 114402300
chr13 114419900 114423900
chr13 114425200 114429200
chr13 114475900 114479900
chr13 114495200 114499200
chr13 114505500 114509500
chr13 114513300 114517300
chr13 114517100 114521100
chr13 114544000 114548000
chr13 114550100 114554100
chr13 114575800 114579800
chr13 114586800 114590800
chr13 114588900 114592900
chr13 114602600 114606600
chr13 114603800 114607800
chr13 114610000 114614000
chr13 114618700 114622700
chr13 114623600 114627600
chr13 114627550 114631550
chr13 114631300 114635300
chr13 114635400 114639400
chr13 114640800 114644800
chr13 114643400 114647400
chr13 114650800 114654800
chr13 114657700 114661700
chr13 114662400 114666400
chr13 114673500 114677500
chr13 114685200 114689200
chr13 114705800 114709800
chr13 114761400 114765400
chr13 114814400 114818400
chr13 114817000 114821000
chr13 114821550 114825550
chr13 114838450 114842450
chr13 114868700 114872700
chr13 114876600 114880600
chr13 114898200 114902200
chr13 114922700 114926700
chr13 114946250 114950250
chr13 114987400 114991400
chr13 115020600 115024600
chr13 115049300 115053300
chr13 115059000 115063000
chr13 115085200 115089200
chr13 115092400 115096400
chr13 115122100 115126100
chr13 115131300 115135300
chr13 115166600 115170600
chr13 115186600 115190600
chr13 115195400 115199400
chr13 115315600 115319600
chr13 115615300 115619300
chr13 115864600 115868600
chr13 115905900 115909900
chr13 115918900 115922900
chr13 117990100 117994100
chr13 118000800 118004800
chr13 118024650 118028650
chr13 118031600 118035600
chr13 118173400 118177400
chr13 118807600 118811600
chr13 119045600 119049600
chr13 119492100 119496100
chr13 119562100 119566100
chr13 120200150 120204150
chr13 120206950 120210950
chr14 8643200 8647200
chr14 8655300 8659300
chr14 8663400 8667400
chr14 8670000 8674000
chr14 8674300 8678300
chr14 8678300 8682300
chr14 8682500 8686500
chr14 8687400 8691400
chr14 8689900 8693900
chr14 8694700 8698700
chr14 8726900 8730900
chr14 8736750 8740750
chr14 8744000 8748000
chr14 8767900 8771900
chr14 8773300 8777300
chr14 8777700 8781700
chr14 8780300 8784300
chr14 8784500 8788500
chr14 8789400 8793400
chr14 8843300 8847300
chr14 8859200 8863200
chr14 8871400 8875400
chr14 8881200 8885200
chr14 8893750 8897750
chr14 8918500 8922500
chr14 8936200 8940200
chr14 8954650 8958650
chr14 8958700 8962700
chr14 8969700 8973700
chr14 8994700 8998700
chr14 9032500 9036500
chr14 9038200 9042200
chr14 9048350 9052350
chr14 9073500 9077500
chr14 9115100 9119100
chr14 9128100 9132100
chr14 9166100 9170100
chr14 9172900 9176900
chr14 9188900 9192900
chr14 9193200 9197200
chr14 9197500 9201500
chr14 9201900 9205900
chr14 9212900 9216900
chr14 9233900 9237900
chr14 9236700 9240700
chr14 9291100 9295100
chr14 9296700 9300700
chr14 9324800 9328800
chr14 9442950 9446950
chr14 9450100 9454100
chr14 9471100 9475100
chr14 9518800 9522800
chr14 9540500 9544500
chr14 9549400 9553400
chr14 10149800 10153800
chr14 10162500 10166500
chr14 10464300 10468300
chr14 10489100 10493100
chr14 10502750 10506750
chr14 10526050 10530050
chr14 10529400 10533400
chr14 10880050 10884050
chr14 11036900 11040900
chr14 11041100 11045100
chr14 11253450 11257450
chr14 11357600 11361600
chr14 11365400 11369400
chr14 11385850 11389850
chr14 11490500 11494500
chr14 11870200 11874200
chr14 11949900 11953900
chr14 12312500 12316500
chr14 12334400 12338400
chr14 12351900 12355900
chr14 12366050 12370050
chr14 12397900 12401900
chr14 12402300 12406300
chr14 12405500 12409500
chr14 12408300 12412300
chr14 12420700 12424700
chr14 12426300 12430300
chr14 12434100 12438100
chr14 12438000 12442000
chr14 12452400 12456400
chr14 12468500 12472500
chr14 12485450 12489450
chr14 12491500 12495500
chr14 12495500 12499500
chr14 12499700 12503700
chr14 12502700 12506700
chr14 12512150 12516150
chr14 12521950 12525950
chr14 12527800 12531800
chr14 12536800 12540800
chr14 12541700 12545700
chr14 12550800 12554800
chr14 12562300 12566300
chr14 12585400 12589400
chr14 12595100 12599100
chr14 12601100 12605100
chr14 12605600 12609600
chr14 12637800 12641800
chr14 12651000 12655000
chr14 12666400 12670400
chr14 12688700 12692700
chr14 12695800 12699800
chr14 12699300 12703300
chr14 12714000 12718000
chr14 12734850 12738850
chr14 12761700 12765700
chr14 12765200 12769200
chr14 12778400 12782400
chr14 12794800 12798800
chr14 12796500 12800500
chr14 12806550 12810550
chr14 12848400 12852400
chr14 12896500 12900500
chr14 12912900 12916900
chr14 12930000 12934000
chr14 12933600 12937600
chr14 12938200 12942200
chr14 12942200 12946200
chr14 12947000 12951000
chr14 12954700 12958700
chr14 12970150 12974150
chr14 13130200 13134200
chr14 13169300 13173300
chr14 13184500 13188500
chr14 13188000 13192000
chr14 13208700 13212700
chr14 13220200 13224200
chr14 13266200 13270200
chr14 13380700 13384700
chr14 13422500 13426500
chr14 13512000 13516000
chr14 13520950 13524950
chr14 13668700 13672700
chr14 13705900 13709900
chr14 13788600 13792600
chr14 13797000 13801000
chr14 13979500 13983500
chr14 14110400 14114400
chr14 14558800 14562800
chr14 14562900 14566900
chr14 14601800 14605800
chr14 14737000 14741000
chr14 14867700 14871700
chr14 14890000 14894000
chr14 14893550 14897550
chr14 14925800 14929800
chr14 15389800 15393800
chr14 15405000 15409000
chr14 15443500 15447500
chr14 15516800 15520800
chr14 15537100 15541100
chr14 16617700 16621700
chr14 16623000 16627000
chr14 16627100 16631100
chr14 16930100 16934100
chr14 16978900 16982900
chr14 17144400 17148400
chr14 17159400 17163400
chr14 17167000 17171000
chr14 17178500 17182500
chr14 17920800 17924800
chr14 17936200 17940200
chr14 18241600 18245600
chr14 18526550 18530550
chr14 18616400 18620400
chr14 19118500 19122500
chr14 19139100 19143100
chr14 19181000 19185000
chr14 19225300 19229300
chr14 19256500 19260500
chr14 19270800 19274800
chr14 19298750 19302750
chr14 19316800 19320800
chr14 19495800 19499800
chr14 19509000 19513000
chr14 20525350 20529350
chr14 20565050 20569050
chr14 20577300 20581300
chr14 20581900 20585900
chr14 20584700 20588700
chr14 20588500 20592500
chr14 20594200 20598200
chr14 20620100 20624100
chr14 20654000 20658000
chr14 20671300 20675300
chr14 20676500 20680500
chr14 20695900 20699900
chr14 20721400 20725400
chr14 20728600 20732600
chr14 20738200 20742200
chr14 20743500 20747500
chr14 20747300 20751300
chr14 20762300 20766300
chr14 20780100 20784100
chr14 20808500 20812500
chr14 20812700 20816700
chr14 20846400 20850400
chr14 20852650 20856650
chr14 20865150 20869150
chr14 20933250 20937250
chr14 20937700 20941700
chr14 20946250 20950250
chr14 20953800 20957800
chr14 20958000 20962000
chr14 20961900 20965900
chr14 20967400 20971400
chr14 20971000 20975000
chr14 20975700 20979700
chr14 20978000 20982000
chr14 20983700 20987700
chr14 20987400 20991400
chr14 20990000 20994000
chr14 20994200 20998200
chr14 21010850 21014850
chr14 21019700 21023700
chr14 21025600 21029600
chr14 21031500 21035500
chr14 21039200 21043200
chr14 21041900 21045900
chr14 21049500 21053500
chr14 21060100 21064100
chr14 21075200 21079200
chr14 21215300 21219300
chr14 21264200 21268200
chr14 21452800 21456800
chr14 21469200 21473200
chr14 21564900 21568900
chr14 21590800 21594800
chr14 21602400 21606400
chr14 21623300 21627300
chr14 21663100 21667100
chr14 21666700 21670700
chr14 21702100 21706100
chr14 21709200 21713200
chr14 21844300 21848300
chr14 21864800 21868800
chr14 21904400 21908400
chr14 21916700 21920700
chr14 21930200 21934200
chr14 22231800 22235800
chr14 22258800 22262800
chr14 22269300 22273300
chr14 22275350 22279350
chr14 22288800 22292800
chr14 22306500 22310500
chr14 22313350 22317350
chr14 22321150 22325150
chr14 22332900 22336900
chr14 22337700 22341700
chr14 22342300 22346300
chr14 22358800 22362800
chr14 22366900 22370900
chr14 22372000 22376000
chr14 22377300 22381300
chr14 22381550 22385550
chr14 22388200 22392200
chr14 22397000 22401000
chr14 22401100 22405100
chr14 22407700 22411700
chr14 22418800 22422800
chr14 22423850 22427850
chr14 22432100 22436100
chr14 22438800 22442800
chr14 22476600 22480600
chr14 22488700 22492700
chr14 22494300 22498300
chr14 22588250 22592250
chr14 22630850 22634850
chr14 22634950 22638950
chr14 22822200 22826200
chr14 22863400 22867400
chr14 22957600 22961600
chr14 22972200 22976200
chr14 23392000 23396000
chr14 23395000 23399000
chr14 24153100 24157100
chr14 24215300 24219300
chr14 24276400 24280400
chr14 24853700 24857700
chr14 24953500 24957500
chr14 24960400 24964400
chr14 24967300 24971300
chr14 24989550 24993550
chr14 24998350 25002350
chr14 25002800 25006800
chr14 25008900 25012900
chr14 25023100 25027100
chr14 25029800 25033800
chr14 25032600 25036600
chr14 25038000 25042000
chr14 25040900 25044900
chr14 25050700 25054700
chr14 25056600 25060600
chr14 25079700 25083700
chr14 25087500 25091500
chr14 25315200 25319200
chr14 25325300 25329300
chr14 25343100 25347100
chr14 25347700 25351700
chr14 25396700 25400700
chr14 25460400 25464400
chr14 25575300 25579300
chr14 25580100 25584100
chr14 25588100 25592100
chr14 25611200 25615200
chr14 25644000 25648000
chr14 25743800 25747800
chr14 25811550 25815550
chr14 25815900 25819900
chr14 25833150 25837150
chr14 25883000 25887000
chr14 25927150 25931150
chr14 25998750 26002750
chr14 26056900 26060900
chr14 26121900 26125900
chr14 26135200 26139200
chr14 26141300 26145300
chr14 26156400 26160400
chr14 26160500 26164500
chr14 26180400 26184400
chr14 26188800 26192800
chr14 26214950 26218950
chr14 26265800 26269800
chr14 26290200 26294200
chr14 26293900 26297900
chr14 26318400 26322400
chr14 26322800 26326800
chr14 26331000 26335000
chr14 26337600 26341600
chr14 26340200 26344200
chr14 26358900 26362900
chr14 26373300 26377300
chr14 26376400 26380400
chr14 26393500 26397500
chr14 26397100 26401100
chr14 26408600 26412600
chr14 26411200 26415200
chr14 26419200 26423200
chr14 26422200 26426200
chr14 26431200 26435200
chr14 26437700 26441700
chr14 26443300 26447300
chr14 26446300 26450300
chr14 26452500 26456500
chr14 26457000 26461000
chr14 26463700 26467700
chr14 26493700 26497700
chr14 26526000 26530000
chr14 26543600 26547600
chr14 26552900 26556900
chr14 26565400 26569400
chr14 26572900 26576900
chr14 26575500 26579500
chr14 26592100 26596100
chr14 26595800 26599800
chr14 26613200 26617200
chr14 26634700 26638700
chr14 26641100 26645100
chr14 26650700 26654700
chr14 26663200 26667200
chr14 26666300 26670300
chr14 26670700 26674700
chr14 26675400 26679400
chr14 26681200 26685200
chr14 26685300 26689300
chr14 27117000 27121000
chr14 27131700 27135700
chr14 27158900 27162900
chr14 27171650 27175650
chr14 27197500 27201500
chr14 27203300 27207300
chr14 27207900 27211900
chr14 27268200 27272200
chr14 27297900 27301900
chr14 27306300 27310300
chr14 27337950 27341950
chr14 27375400 27379400
chr14 27380500 27384500
chr14 27422750 27426750
chr14 27426700 27430700
chr14 27493500 27497500
chr14 27690600 27694600
chr14 27712000 27716000
chr14 27722550 27726550
chr14 27727000 27731000
chr14 27793200 27797200
chr14 27799400 27803400
chr14 27818150 27822150
chr14 27824700 27828700
chr14 27854300 27858300
chr14 27858000 27862000
chr14 27860900 27864900
chr14 27866300 27870300
chr14 27870100 27874100
chr14 27872900 27876900
chr14 27905650 27909650
chr14 27915750 27919750
chr14 27952900 27956900
chr14 27956300 27960300
chr14 27962050 27966050
chr14 27985800 27989800
chr14 27993800 27997800
chr14 28012000 28016000
chr14 28041800 28045800
chr14 28072950 28076950
chr14 28078200 28082200
chr14 28082000 28086000
chr14 28092800 28096800
chr14 28100150 28104150
chr14 28143500 28147500
chr14 28152400 28156400
chr14 28158300 28162300
chr14 28162100 28166100
chr14 28170000 28174000
chr14 28175100 28179100
chr14 28177900 28181900
chr14 28183500 28187500
chr14 28187400 28191400
chr14 28197800 28201800
chr14 28202300 28206300
chr14 28207200 28211200
chr14 28247250 28251250
chr14 28310700 28314700
chr14 28413400 28417400
chr14 28441900 28445900
chr14 28480500 28484500
chr14 28485500 28489500
chr14 28521200 28525200
chr14 28542000 28546000
chr14 28545150 28549150
chr14 28547800 28551800
chr14 28551800 28555800
chr14 28609800 28613800
chr14 28648400 28652400
chr14 28869300 28873300
chr14 29050200 29054200
chr14 29187400 29191400
chr14 29191300 29195300
chr14 29339600 29343600
chr14 29344500 29348500
chr14 29355000 29359000
chr14 29660800 29664800
chr14 29766100 29770100
chr14 29772450 29776450
chr14 29810000 29814000
chr14 30037400 30041400
chr14 30040600 30044600
chr14 30081300 30085300
chr14 30244900 30248900
chr14 30607050 30611050
chr14 30616200 30620200
chr14 30762450 30766450
chr14 30809900 30813900
chr14 30815800 30819800
chr14 30867500 30871500
chr14 30874500 30878500
chr14 30889500 30893500
chr14 31133000 31137000
chr14 31225100 31229100
chr14 31241100 31245100
chr14 31285050 31289050
chr14 31349100 31353100
chr14 31356700 31360700
chr14 31366800 31370800
chr14 31377300 31381300
chr14 31391400 31395400
chr14 31394800 31398800
chr14 31405000 31409000
chr14 31442850 31446850
chr14 31447900 31451900
chr14 31673100 31677100
chr14 31680500 31684500
chr14 31744600 31748600
chr14 31983300 31987300
chr14 31991400 31995400
chr14 32040000 32044000
chr14 32200600 32204600
chr14 32204400 32208400
chr14 32215200 32219200
chr14 32224500 32228500
chr14 32254600 32258600
chr14 32275500 32279500
chr14 32309400 32313400
chr14 32330900 32334900
chr14 32340300 32344300
chr14 32350700 32354700
chr14 32355600 32359600
chr14 32358300 32362300
chr14 32366900 32370900
chr14 32434000 32438000
chr14 32442200 32446200
chr14 32481150 32485150
chr14 32584400 32588400
chr14 32602400 32606400
chr14 32610600 32614600
chr14 32616700 32620700
chr14 32638050 32642050
chr14 32668850 32672850
chr14 32704600 32708600
chr14 32707600 32711600
chr14 32711400 32715400
chr14 32741600 32745600
chr14 32753500 32757500
chr14 32775100 32779100
chr14 32833200 32837200
chr14 32857700 32861700
chr14 32871300 32875300
chr14 32886300 32890300
chr14 32914600 32918600
chr14 32917950 32921950
chr14 32935100 32939100
chr14 32947400 32951400
chr14 33122300 33126300
chr14 33177050 33181050
chr14 33192500 33196500
chr14 33331900 33335900
chr14 33338600 33342600
chr14 33343500 33347500
chr14 33382500 33386500
chr14 33445200 33449200
chr14 33544300 33548300
chr14 33612100 33616100
chr14 33637800 33641800
chr14 33671300 33675300
chr14 33807150 33811150
chr14 33811900 33815900
chr14 34000700 34004700
chr14 34125150 34129150
chr14 34141000 34145000
chr14 34141700 34145700
chr14 34159000 34163000
chr14 34174000 34178000
chr14 34181500 34185500
chr14 34188500 34192500
chr14 34231950 34235950
chr14 34743500 34747500
chr14 34777500 34781500
chr14 35000700 35004700
chr14 35073600 35077600
chr14 35109600 35113600
chr14 35114400 35118400
chr14 35126800 35130800
chr14 35135850 35139850
chr14 35157400 35161400
chr14 35161000 35165000
chr14 35209900 35213900
chr14 35261200 35265200
chr14 35265400 35269400
chr14 35329300 35333300
chr14 35340200 35344200
chr14 35380350 35384350
chr14 35384700 35388700
chr14 35388400 35392400
chr14 35407600 35411600
chr14 35414500 35418500
chr14 35431300 35435300
chr14 35439900 35443900
chr14 35446500 35450500
chr14 35456300 35460300
chr14 35575350 35579350
chr14 35691700 35695700
chr14 35703700 35707700
chr14 36911250 36915250
chr14 37674900 37678900
chr14 37693000 37697000
chr14 37705350 37709350
chr14 37713500 37717500
chr14 41043600 41047600
chr14 41464900 41468900
chr14 41676650 41680650
chr14 41696500 41700500
chr14 41714250 41718250
chr14 41725800 41729800
chr14 41729100 41733100
chr14 41737850 41741850
chr14 41747700 41751700
chr14 41763900 41767900
chr14 41815800 41819800
chr14 41861900 41865900
chr14 45456650 45460650
chr14 45602400 45606400
chr14 45928600 45932600
chr14 45943200 45947200
chr14 46052900 46056900
chr14 46056650 46060650
chr14 46069600 46073600
chr14 46073100 46077100
chr14 46079100 46083100
chr14 46083200 46087200
chr14 46111800 46115800
chr14 46123700 46127700
chr14 46133450 46137450
chr14 46267100 46271100
chr14 46270600 46274600
chr14 46374700 46378700
chr14 46378900 46382900
chr14 46637400 46641400
chr14 46840200 46844200
chr14 47029100 47033100
chr14 47036900 47040900
chr14 47045350 47049350
chr14 47219300 47223300
chr14 47252800 47256800
chr14 47289600 47293600
chr14 47309800 47313800
chr14 47314500 47318500
chr14 47328500 47332500
chr14 47372200 47376200
chr14 47400300 47404300
chr14 47435950 47439950
chr14 47607300 47611300
chr14 47614000 47618000
chr14 47722400 47726400
chr14 47728700 47732700
chr14 47922300 47926300
chr14 47945800 47949800
chr14 47949600 47953600
chr14 47972500 47976500
chr14 48083000 48087000
chr14 48099700 48103700
chr14 48103850 48107850
chr14 48107350 48111350
chr14 48116800 48120800
chr14 48133200 48137200
chr14 48143100 48147100
chr14 48152500 48156500
chr14 48156100 48160100
chr14 48158800 48162800
chr14 48198300 48202300
chr14 48327200 48331200
chr14 48366500 48370500
chr14 48371500 48375500
chr14 48403900 48407900
chr14 48423800 48427800
chr14 48470100 48474100
chr14 48474800 48478800
chr14 48528600 48532600
chr14 48631700 48635700
chr14 48691200 48695200
chr14 48717200 48721200
chr14 48744600 48748600
chr14 48749300 48753300
chr14 48752000 48756000
chr14 48776450 48780450
chr14 48781750 48785750
chr14 48796100 48800100
chr14 48829300 48833300
chr14 48842600 48846600
chr14 48972200 48976200
chr14 49039600 49043600
chr14 49069700 49073700
chr14 49112000 49116000
chr14 49144000 49148000
chr14 49148400 49152400
chr14 49160800 49164800
chr14 49167300 49171300
chr14 49170900 49174900
chr14 49199250 49203250
chr14 49208000 49212000
chr14 49231400 49235400
chr14 49244800 49248800
chr14 49249700 49253700
chr14 49256450 49260450
chr14 49308000 49312000
chr14 49316600 49320600
chr14 49334650 49338650
chr14 49340400 49344400
chr14 49351900 49355900
chr14 49368400 49372400
chr14 49369800 49373800
chr14 49384900 49388900
chr14 49412700 49416700
chr14 49521500 49525500
chr14 49525400 49529400
chr14 49610100 49614100
chr14 49771100 49775100
chr14 49919200 49923200
chr14 49931500 49935500
chr14 49979800 49983800
chr14 50065450 50069450
chr14 50267000 50271000
chr14 50294500 50298500
chr14 50438300 50442300
chr14 50711800 50715800
chr14 51389900 51393900
chr14 51462200 51466200
chr14 51473800 51477800
chr14 51510600 51514600
chr14 51527000 51531000
chr14 51588000 51592000
chr14 51591400 51595400
chr14 52412100 52416100
chr14 52464400 52468400
chr14 52521100 52525100
chr14 52524700 52528700
chr14 52547100 52551100
chr14 52558100 52562100
chr14 52666000 52670000
chr14 52677500 52681500
chr14 52684450 52688450
chr14 52700500 52704500
chr14 52763800 52767800
chr14 52961200 52965200
chr14 54196700 54200700
chr14 54840800 54844800
chr14 54858400 54862400
chr14 54958400 54962400
chr14 54997700 55001700
chr14 55003400 55007400
chr14 55005200 55009200
chr14 55014800 55018800
chr14 55018550 55022550
chr14 55023200 55027200
chr14 55058100 55062100
chr14 55084600 55088600
chr14 55087700 55091700
chr14 55157800 55161800
chr14 55197650 55201650
chr14 55206350 55210350
chr14 55227600 55231600
chr14 55252700 55256700
chr14 55265400 55269400
chr14 55323600 55327600
chr14 55361400 55365400
chr14 55371250 55375250
chr14 55412900 55416900
chr14 55431100 55435100
chr14 55524800 55528800
chr14 55537100 55541100
chr14 55546100 55550100
chr14 55567300 55571300
chr14 55573700 55577700
chr14 55620500 55624500
chr14 55644100 55648100
chr14 55654800 55658800
chr14 55678400 55682400
chr14 55701100 55705100
chr14 55769700 55773700
chr14 55785400 55789400
chr14 55794450 55798450
chr14 55802100 55806100
chr14 55806200 55810200
chr14 55895950 55899950
chr14 55957100 55961100
chr14 55962000 55966000
chr14 55975900 55979900
chr14 56061600 56065600
chr14 56077750 56081750
chr14 56087550 56091550
chr14 56099800 56103800
chr14 56111400 56115400
chr14 56153400 56157400
chr14 56168200 56172200
chr14 56240500 56244500
chr14 56247000 56251000
chr14 56318750 56322750
chr14 56324100 56328100
chr14 56437200 56441200
chr14 56455800 56459800
chr14 56465300 56469300
chr14 56467900 56471900
chr14 56475600 56479600
chr14 56477500 56481500
chr14 56505600 56509600
chr14 56530400 56534400
chr14 56581200 56585200
chr14 56783900 56787900
chr14 56894900 56898900
chr14 56905000 56909000
chr14 56932400 56936400
chr14 56954400 56958400
chr14 57162600 57166600
chr14 57166800 57170800
chr14 57197100 57201100
chr14 57216300 57220300
chr14 57404200 57408200
chr14 57448200 57452200
chr14 57461400 57465400
chr14 57464900 57468900
chr14 57586800 57590800
chr14 57933750 57937750
chr14 57948800 57952800
chr14 57955800 57959800
chr14 57993900 57997900
chr14 58009200 58013200
chr14 58126700 58130700
chr14 58132700 58136700
chr14 58149800 58153800
chr14 58152400 58156400
chr14 58155800 58159800
chr14 58163700 58167700
chr14 58171100 58175100
chr14 58236650 58240650
chr14 58268750 58272750
chr14 58324300 58328300
chr14 58327700 58331700
chr14 58341200 58345200
chr14 58379500 58383500
chr14 58394600 58398600
chr14 58429500 58433500
chr14 58434250 58438250
chr14 58466400 58470400
chr14 58468500 58472500
chr14 58483300 58487300
chr14 58500700 58504700
chr14 58503700 58507700
chr14 58518400 58522400
chr14 58532200 58536200
chr14 58599100 58603100
chr14 58704400 58708400
chr14 58721500 58725500
chr14 58799800 58803800
chr14 59226550 59230550
chr14 59273850 59277850
chr14 59404200 59408200
chr14 59555400 59559400
chr14 59822300 59826300
chr14 60031200 60035200
chr14 60150800 60154800
chr14 60168300 60172300
chr14 60176000 60180000
chr14 60263800 60267800
chr14 60327400 60331400
chr14 60348400 60352400
chr14 60354200 60358200
chr14 60423400 60427400
chr14 60470700 60474700
chr14 60547200 60551200
chr14 60765600 60769600
chr14 60804300 60808300
chr14 60835050 60839050
chr14 60986200 60990200
chr14 61130700 61134700
chr14 61147600 61151600
chr14 61171300 61175300
chr14 61205250 61209250
chr14 61240900 61244900
chr14 61246500 61250500
chr14 61254800 61258800
chr14 61259900 61263900
chr14 61263900 61267900
chr14 61303600 61307600
chr14 61312500 61316500
chr14 61332850 61336850
chr14 61354900 61358900
chr14 61358600 61362600
chr14 61364400 61368400
chr14 61379900 61383900
chr14 61394700 61398700
chr14 61455900 61459900
chr14 61502300 61506300
chr14 61511000 61515000
chr14 61534200 61538200
chr14 61542600 61546600
chr14 61592700 61596700
chr14 61599200 61603200
chr14 61610900 61614900
chr14 61613200 61617200
chr14 61622250 61626250
chr14 61629300 61633300
chr14 61640450 61644450
chr14 61660000 61664000
chr14 61750900 61754900
chr14 61854500 61858500
chr14 61933850 61937850
chr14 61944900 61948900
chr14 61956200 61960200
chr14 61961600 61965600
chr14 62035300 62039300
chr14 62146100 62150100
chr14 62177200 62181200
chr14 62230900 62234900
chr14 62353650 62357650
chr14 62361100 62365100
chr14 62374200 62378200
chr14 62413200 62417200
chr14 62654700 62658700
chr14 62810400 62814400
chr14 62835400 62839400
chr14 62918200 62922200
chr14 62945400 62949400
chr14 62955600 62959600
chr14 62959450 62963450
chr14 62966800 62970800
chr14 63042200 63046200
chr14 63081800 63085800
chr14 63190400 63194400
chr14 63364400 63368400
chr14 63391100 63395100
chr14 63431700 63435700
chr14 63460600 63464600
chr14 63471800 63475800
chr14 63489600 63493600
chr14 63499100 63503100
chr14 63554400 63558400
chr14 63579000 63583000
chr14 63594900 63598900
chr14 63745400 63749400
chr14 63748800 63752800
chr14 63791150 63795150
chr14 63799600 63803600
chr14 63839100 63843100
chr14 63854200 63858200
chr14 63955100 63959100
chr14 63960000 63964000
chr14 64027900 64031900
chr14 64058400 64062400
chr14 64076000 64080000
chr14 64084400 64088400
chr14 64087400 64091400
chr14 64129400 64133400
chr14 64151900 64155900
chr14 64237750 64241750
chr14 64247500 64251500
chr14 64269900 64273900
chr14 64554100 64558100
chr14 64595700 64599700
chr14 64672200 64676200
chr14 64717200 64721200
chr14 64744400 64748400
chr14 64754300 64758300
chr14 64775400 64779400
chr14 64780750 64784750
chr14 64790300 64794300
chr14 64816750 64820750
chr14 64951600 64955600
chr14 65025300 65029300
chr14 65098700 65102700
chr14 65187800 65191800
chr14 65196900 65200900
chr14 65218800 65222800
chr14 65228550 65232550
chr14 65249600 65253600
chr14 65253900 65257900
chr14 65258200 65262200
chr14 65260500 65264500
chr14 65276150 65280150
chr14 65283750 65287750
chr14 65296350 65300350
chr14 65318100 65322100
chr14 65414000 65418000
chr14 65427700 65431700
chr14 65582650 65586650
chr14 65599400 65603400
chr14 65670050 65674050
chr14 65688100 65692100
chr14 65692600 65696600
chr14 65708800 65712800
chr14 65769500 65773500
chr14 65927800 65931800
chr14 65971800 65975800
